,feature_is_filtered,feature_name,feature_reference,feature_biotype,feature_length,feature_type,ensembl_id
ENSG00000048649,False,RSF1,NCBITaxon:9606,gene,728,protein_coding,ENSG00000048649
ENSG00000122477,False,LRRC39,NCBITaxon:9606,gene,1587,protein_coding,ENSG00000122477
ENSG00000196460,False,RFX8,NCBITaxon:9606,gene,1924,protein_coding,ENSG00000196460
ENSG00000166682,False,TMPRSS5,NCBITaxon:9606,gene,1524,protein_coding,ENSG00000166682
ENSG00000267320,False,ENSG00000267320,NCBITaxon:9606,gene,562,lncRNA,ENSG00000267320
ENSG00000146083,False,RNF44,NCBITaxon:9606,gene,836,protein_coding,ENSG00000146083
ENSG00000258096,False,SLC38A2-AS1,NCBITaxon:9606,gene,581,lncRNA,ENSG00000258096
ENSG00000225255,False,PSLNR,NCBITaxon:9606,gene,583,lncRNA,ENSG00000225255
ENSG00000136193,False,SCRN1,NCBITaxon:9606,gene,1227,protein_coding,ENSG00000136193
ENSG00000116885,False,OSCP1,NCBITaxon:9606,gene,683,protein_coding,ENSG00000116885
ENSG00000105856,False,HBP1,NCBITaxon:9606,gene,582,protein_coding,ENSG00000105856
ENSG00000260834,False,ENSG00000260834,NCBITaxon:9606,gene,570,lncRNA,ENSG00000260834
ENSG00000177150,False,FAM210A,NCBITaxon:9606,gene,1242,protein_coding,ENSG00000177150
ENSG00000282890,False,ENSG00000282890,NCBITaxon:9606,gene,2698,lncRNA,ENSG00000282890
ENSG00000185222,False,TCEAL9,NCBITaxon:9606,gene,1028,protein_coding,ENSG00000185222
ENSG00000181544,False,FANCB,NCBITaxon:9606,gene,3066,protein_coding,ENSG00000181544
ENSG00000198113,False,TOR4A,NCBITaxon:9606,gene,4171,protein_coding,ENSG00000198113
ENSG00000141741,False,MIEN1,NCBITaxon:9606,gene,875,protein_coding,ENSG00000141741
ENSG00000248118,False,LINC01019,NCBITaxon:9606,gene,1390,lncRNA,ENSG00000248118
ENSG00000104825,False,NFKBIB,NCBITaxon:9606,gene,1091,protein_coding,ENSG00000104825
ENSG00000172167,False,MTBP,NCBITaxon:9606,gene,911,protein_coding,ENSG00000172167
ENSG00000186526,False,CYP4F8,NCBITaxon:9606,gene,1070,protein_coding,ENSG00000186526
ENSG00000006555,False,TTC22,NCBITaxon:9606,gene,2149,protein_coding,ENSG00000006555
ENSG00000161798,False,AQP5,NCBITaxon:9606,gene,1137,protein_coding,ENSG00000161798
ENSG00000269570,False,ENSG00000269570,NCBITaxon:9606,gene,1524,lncRNA,ENSG00000269570
ENSG00000128040,False,SPINK2,NCBITaxon:9606,gene,616,protein_coding,ENSG00000128040
ENSG00000111785,False,RIC8B,NCBITaxon:9606,gene,1481,protein_coding,ENSG00000111785
ENSG00000185340,False,GAS2L1,NCBITaxon:9606,gene,2020,protein_coding,ENSG00000185340
ENSG00000141040,False,ZNF287,NCBITaxon:9606,gene,636,protein_coding,ENSG00000141040
ENSG00000184277,False,TM2D3,NCBITaxon:9606,gene,1298,protein_coding,ENSG00000184277
ENSG00000142515,False,KLK3,NCBITaxon:9606,gene,1035,protein_coding,ENSG00000142515
ENSG00000166863,False,TAC3,NCBITaxon:9606,gene,909,protein_coding,ENSG00000166863
ENSG00000113719,False,ERGIC1,NCBITaxon:9606,gene,2602,protein_coding,ENSG00000113719
ENSG00000136444,False,RSAD1,NCBITaxon:9606,gene,979,protein_coding,ENSG00000136444
ENSG00000256008,False,CABP1-DT,NCBITaxon:9606,gene,1346,lncRNA,ENSG00000256008
ENSG00000005249,False,PRKAR2B,NCBITaxon:9606,gene,3408,protein_coding,ENSG00000005249
ENSG00000273559,False,CWC25,NCBITaxon:9606,gene,1127,protein_coding,ENSG00000273559
ENSG00000235204,False,ENSG00000235204,NCBITaxon:9606,gene,308,lncRNA,ENSG00000235204
ENSG00000257553,False,ENSG00000257553,NCBITaxon:9606,gene,434,lncRNA,ENSG00000257553
ENSG00000261189,False,DSP-AS1,NCBITaxon:9606,gene,920,lncRNA,ENSG00000261189
ENSG00000235848,False,RMDN2-AS1,NCBITaxon:9606,gene,609,lncRNA,ENSG00000235848
ENSG00000230426,False,LINC01036,NCBITaxon:9606,gene,877,lncRNA,ENSG00000230426
ENSG00000174177,False,CTU2,NCBITaxon:9606,gene,1258,protein_coding,ENSG00000174177
ENSG00000102043,False,MTMR8,NCBITaxon:9606,gene,670,protein_coding,ENSG00000102043
ENSG00000227896,False,WAPL-DT,NCBITaxon:9606,gene,3058,lncRNA,ENSG00000227896
ENSG00000162236,False,STX5,NCBITaxon:9606,gene,1568,protein_coding,ENSG00000162236
ENSG00000224048,False,LINC02612,NCBITaxon:9606,gene,1159,lncRNA,ENSG00000224048
ENSG00000232081,False,LARGE-IT1,NCBITaxon:9606,gene,558,lncRNA,ENSG00000232081
ENSG00000224746,False,ENSG00000224746,NCBITaxon:9606,gene,1150,lncRNA,ENSG00000224746
ENSG00000082515,False,MRPL22,NCBITaxon:9606,gene,2344,protein_coding,ENSG00000082515
ENSG00000255334,False,ENSG00000255334,NCBITaxon:9606,gene,322,lncRNA,ENSG00000255334
ENSG00000175387,False,SMAD2,NCBITaxon:9606,gene,935,protein_coding,ENSG00000175387
ENSG00000188175,False,HEPACAM2,NCBITaxon:9606,gene,2060,protein_coding,ENSG00000188175
ENSG00000266644,False,ENSG00000266644,NCBITaxon:9606,gene,560,lncRNA,ENSG00000266644
ENSG00000063046,False,EIF4B,NCBITaxon:9606,gene,878,protein_coding,ENSG00000063046
ENSG00000198331,False,HYLS1,NCBITaxon:9606,gene,1803,protein_coding,ENSG00000198331
ENSG00000182534,False,MXRA7,NCBITaxon:9606,gene,1833,protein_coding,ENSG00000182534
ENSG00000267504,False,ENSG00000267504,NCBITaxon:9606,gene,1101,lncRNA,ENSG00000267504
ENSG00000013561,False,RNF14,NCBITaxon:9606,gene,718,protein_coding,ENSG00000013561
ENSG00000143443,False,C1orf56,NCBITaxon:9606,gene,433,protein_coding,ENSG00000143443
ENSG00000171346,False,KRT15,NCBITaxon:9606,gene,959,protein_coding,ENSG00000171346
ENSG00000227057,False,WDR46,NCBITaxon:9606,gene,872,protein_coding,ENSG00000227057
ENSG00000237685,False,ENSG00000237685,NCBITaxon:9606,gene,1475,lncRNA,ENSG00000237685
ENSG00000187601,False,MAGEH1,NCBITaxon:9606,gene,1440,protein_coding,ENSG00000187601
ENSG00000140009,False,ESR2,NCBITaxon:9606,gene,1883,protein_coding,ENSG00000140009
ENSG00000277767,False,ENSG00000277767,NCBITaxon:9606,gene,2544,lncRNA,ENSG00000277767
ENSG00000257067,False,LINC02703,NCBITaxon:9606,gene,482,lncRNA,ENSG00000257067
ENSG00000120820,False,GLT8D2,NCBITaxon:9606,gene,862,protein_coding,ENSG00000120820
ENSG00000160563,False,MED27,NCBITaxon:9606,gene,1095,protein_coding,ENSG00000160563
ENSG00000251567,False,ENSG00000251567,NCBITaxon:9606,gene,525,lncRNA,ENSG00000251567
ENSG00000237705,False,ENSG00000237705,NCBITaxon:9606,gene,619,lncRNA,ENSG00000237705
ENSG00000234945,False,GTF3C2-AS1,NCBITaxon:9606,gene,665,lncRNA,ENSG00000234945
ENSG00000185619,False,PCGF3,NCBITaxon:9606,gene,639,protein_coding,ENSG00000185619
ENSG00000262950,False,ENSG00000262950,NCBITaxon:9606,gene,819,lncRNA,ENSG00000262950
ENSG00000178021,False,TSPYL6,NCBITaxon:9606,gene,3052,protein_coding,ENSG00000178021
ENSG00000154743,False,TSEN2,NCBITaxon:9606,gene,2242,protein_coding,ENSG00000154743
ENSG00000176040,False,TMPRSS7,NCBITaxon:9606,gene,2377,protein_coding,ENSG00000176040
ENSG00000285894,False,ENSG00000285894,NCBITaxon:9606,gene,1366,lncRNA,ENSG00000285894
ENSG00000216937,False,CCDC7,NCBITaxon:9606,gene,1899,protein_coding,ENSG00000216937
ENSG00000149571,False,KIRREL3,NCBITaxon:9606,gene,2019,protein_coding,ENSG00000149571
ENSG00000225391,False,NHEG1,NCBITaxon:9606,gene,1353,lncRNA,ENSG00000225391
ENSG00000267272,False,LINC01140,NCBITaxon:9606,gene,1298,lncRNA,ENSG00000267272
ENSG00000109158,False,GABRA4,NCBITaxon:9606,gene,1623,protein_coding,ENSG00000109158
ENSG00000250387,False,LINC02197,NCBITaxon:9606,gene,965,lncRNA,ENSG00000250387
ENSG00000253661,False,ZFHX4-AS1,NCBITaxon:9606,gene,1431,lncRNA,ENSG00000253661
ENSG00000156853,False,ZNF689,NCBITaxon:9606,gene,1180,protein_coding,ENSG00000156853
ENSG00000182256,False,GABRG3,NCBITaxon:9606,gene,745,protein_coding,ENSG00000182256
ENSG00000100379,False,KCTD17,NCBITaxon:9606,gene,808,protein_coding,ENSG00000100379
ENSG00000286289,False,ENSG00000286289,NCBITaxon:9606,gene,997,lncRNA,ENSG00000286289
ENSG00000287878,False,ENSG00000287878,NCBITaxon:9606,gene,1147,lncRNA,ENSG00000287878
ENSG00000173950,False,XXYLT1,NCBITaxon:9606,gene,640,protein_coding,ENSG00000173950
ENSG00000116690,False,PRG4,NCBITaxon:9606,gene,4840,protein_coding,ENSG00000116690
ENSG00000141574,False,SECTM1,NCBITaxon:9606,gene,712,protein_coding,ENSG00000141574
ENSG00000131747,False,TOP2A,NCBITaxon:9606,gene,579,protein_coding,ENSG00000131747
ENSG00000251615,False,ENSG00000251615,NCBITaxon:9606,gene,3249,lncRNA,ENSG00000251615
ENSG00000271976,False,ENSG00000271976,NCBITaxon:9606,gene,2583,lncRNA,ENSG00000271976
ENSG00000168876,False,ANKRD49,NCBITaxon:9606,gene,760,protein_coding,ENSG00000168876
ENSG00000010072,False,SPRTN,NCBITaxon:9606,gene,1231,protein_coding,ENSG00000010072
ENSG00000151962,False,RBM46,NCBITaxon:9606,gene,2419,protein_coding,ENSG00000151962
ENSG00000258181,False,ENSG00000258181,NCBITaxon:9606,gene,418,lncRNA,ENSG00000258181
ENSG00000144596,False,GRIP2,NCBITaxon:9606,gene,4116,protein_coding,ENSG00000144596
ENSG00000239415,False,ENSG00000239415,NCBITaxon:9606,gene,1350,lncRNA,ENSG00000239415
ENSG00000115368,False,WDR75,NCBITaxon:9606,gene,706,protein_coding,ENSG00000115368
ENSG00000158163,False,DZIP1L,NCBITaxon:9606,gene,572,protein_coding,ENSG00000158163
ENSG00000267564,False,ENSG00000267564,NCBITaxon:9606,gene,416,lncRNA,ENSG00000267564
ENSG00000184860,False,SDR42E1,NCBITaxon:9606,gene,871,protein_coding,ENSG00000184860
ENSG00000154640,False,BTG3,NCBITaxon:9606,gene,624,protein_coding,ENSG00000154640
ENSG00000068354,False,TBC1D25,NCBITaxon:9606,gene,819,protein_coding,ENSG00000068354
ENSG00000111728,False,ST8SIA1,NCBITaxon:9606,gene,572,protein_coding,ENSG00000111728
ENSG00000280169,False,ENSG00000280169,NCBITaxon:9606,gene,2203,lncRNA,ENSG00000280169
ENSG00000122299,False,ZC3H7A,NCBITaxon:9606,gene,831,protein_coding,ENSG00000122299
ENSG00000255629,False,ENSG00000255629,NCBITaxon:9606,gene,462,lncRNA,ENSG00000255629
ENSG00000259519,False,ENSG00000259519,NCBITaxon:9606,gene,292,lncRNA,ENSG00000259519
ENSG00000055955,False,ITIH4,NCBITaxon:9606,gene,678,protein_coding,ENSG00000055955
ENSG00000166143,False,PPP1R14D,NCBITaxon:9606,gene,748,protein_coding,ENSG00000166143
ENSG00000271555,False,ENSG00000271555,NCBITaxon:9606,gene,239,lncRNA,ENSG00000271555
ENSG00000241163,False,LINC00877,NCBITaxon:9606,gene,710,lncRNA,ENSG00000241163
ENSG00000287061,False,ENSG00000287061,NCBITaxon:9606,gene,1794,lncRNA,ENSG00000287061
ENSG00000248752,False,ENSG00000248752,NCBITaxon:9606,gene,639,lncRNA,ENSG00000248752
ENSG00000130921,False,MTRFR,NCBITaxon:9606,gene,1930,protein_coding,ENSG00000130921
ENSG00000171657,False,GPR82,NCBITaxon:9606,gene,1910,protein_coding,ENSG00000171657
ENSG00000152936,False,LMNTD1,NCBITaxon:9606,gene,716,protein_coding,ENSG00000152936
ENSG00000100739,False,BDKRB1,NCBITaxon:9606,gene,1193,protein_coding,ENSG00000100739
ENSG00000282381,False,ENSG00000282381,NCBITaxon:9606,gene,919,lncRNA,ENSG00000282381
ENSG00000007237,False,GAS7,NCBITaxon:9606,gene,732,protein_coding,ENSG00000007237
ENSG00000285165,False,ENSG00000285165,NCBITaxon:9606,gene,380,lncRNA,ENSG00000285165
ENSG00000172058,False,SERF1A,NCBITaxon:9606,gene,663,protein_coding,ENSG00000172058
ENSG00000275401,False,ENSG00000275401,NCBITaxon:9606,gene,720,lncRNA,ENSG00000275401
ENSG00000143067,False,ZNF697,NCBITaxon:9606,gene,5579,protein_coding,ENSG00000143067
ENSG00000228174,False,ENSG00000228174,NCBITaxon:9606,gene,941,lncRNA,ENSG00000228174
ENSG00000272769,False,ENSG00000272769,NCBITaxon:9606,gene,1741,lncRNA,ENSG00000272769
ENSG00000287180,False,ENSG00000287180,NCBITaxon:9606,gene,1253,lncRNA,ENSG00000287180
ENSG00000226328,False,NUP50-DT,NCBITaxon:9606,gene,874,lncRNA,ENSG00000226328
ENSG00000228686,False,ENSG00000228686,NCBITaxon:9606,gene,629,lncRNA,ENSG00000228686
ENSG00000280683,False,LINC01242,NCBITaxon:9606,gene,1966,lncRNA,ENSG00000280683
ENSG00000117713,False,ARID1A,NCBITaxon:9606,gene,2699,protein_coding,ENSG00000117713
ENSG00000182606,False,TRAK1,NCBITaxon:9606,gene,4091,protein_coding,ENSG00000182606
ENSG00000265287,False,ENSG00000265287,NCBITaxon:9606,gene,1083,lncRNA,ENSG00000265287
ENSG00000042980,False,ADAM28,NCBITaxon:9606,gene,684,protein_coding,ENSG00000042980
ENSG00000215841,False,ENSG00000215841,NCBITaxon:9606,gene,696,lncRNA,ENSG00000215841
ENSG00000187240,False,DYNC2H1,NCBITaxon:9606,gene,2479,protein_coding,ENSG00000187240
ENSG00000198491,False,ENSG00000198491,NCBITaxon:9606,gene,2674,lncRNA,ENSG00000198491
ENSG00000135119,False,RNFT2,NCBITaxon:9606,gene,1575,protein_coding,ENSG00000135119
ENSG00000123983,False,ACSL3,NCBITaxon:9606,gene,5425,protein_coding,ENSG00000123983
ENSG00000005100,False,DHX33,NCBITaxon:9606,gene,2416,protein_coding,ENSG00000005100
ENSG00000254538,False,ENSG00000254538,NCBITaxon:9606,gene,389,lncRNA,ENSG00000254538
ENSG00000111361,False,EIF2B1,NCBITaxon:9606,gene,735,protein_coding,ENSG00000111361
ENSG00000225377,False,NRSN2-AS1,NCBITaxon:9606,gene,637,lncRNA,ENSG00000225377
ENSG00000147872,False,PLIN2,NCBITaxon:9606,gene,795,protein_coding,ENSG00000147872
ENSG00000129292,False,PHF20L1,NCBITaxon:9606,gene,2536,protein_coding,ENSG00000129292
ENSG00000174151,False,CYB561D1,NCBITaxon:9606,gene,1271,protein_coding,ENSG00000174151
ENSG00000114948,False,ADAM23,NCBITaxon:9606,gene,2714,protein_coding,ENSG00000114948
ENSG00000137033,False,IL33,NCBITaxon:9606,gene,2414,protein_coding,ENSG00000137033
ENSG00000164404,False,GDF9,NCBITaxon:9606,gene,2031,protein_coding,ENSG00000164404
ENSG00000129221,False,AIPL1,NCBITaxon:9606,gene,1202,protein_coding,ENSG00000129221
ENSG00000180861,False,LINC01559,NCBITaxon:9606,gene,683,lncRNA,ENSG00000180861
ENSG00000081760,False,AACS,NCBITaxon:9606,gene,2014,protein_coding,ENSG00000081760
ENSG00000272906,False,ENSG00000272906,NCBITaxon:9606,gene,1097,lncRNA,ENSG00000272906
ENSG00000269113,False,TRABD2B,NCBITaxon:9606,gene,4071,protein_coding,ENSG00000269113
ENSG00000228302,False,ENSG00000228302,NCBITaxon:9606,gene,877,lncRNA,ENSG00000228302
ENSG00000134899,False,ERCC5,NCBITaxon:9606,gene,3609,protein_coding,ENSG00000134899
ENSG00000094880,False,CDC23,NCBITaxon:9606,gene,584,protein_coding,ENSG00000094880
ENSG00000175426,False,PCSK1,NCBITaxon:9606,gene,1857,protein_coding,ENSG00000175426
ENSG00000237460,False,LINC01661,NCBITaxon:9606,gene,1354,lncRNA,ENSG00000237460
ENSG00000180712,False,LINC02363,NCBITaxon:9606,gene,529,lncRNA,ENSG00000180712
ENSG00000185760,False,KCNQ5,NCBITaxon:9606,gene,2767,protein_coding,ENSG00000185760
ENSG00000136158,False,SPRY2,NCBITaxon:9606,gene,2497,protein_coding,ENSG00000136158
ENSG00000243150,False,MLF1-DT,NCBITaxon:9606,gene,658,lncRNA,ENSG00000243150
ENSG00000183963,False,SMTN,NCBITaxon:9606,gene,1043,protein_coding,ENSG00000183963
ENSG00000197119,False,SLC25A29,NCBITaxon:9606,gene,776,protein_coding,ENSG00000197119
ENSG00000038295,False,TLL1,NCBITaxon:9606,gene,3308,protein_coding,ENSG00000038295
ENSG00000164406,False,LEAP2,NCBITaxon:9606,gene,861,protein_coding,ENSG00000164406
ENSG00000174109,False,UQCC4,NCBITaxon:9606,gene,961,protein_coding,ENSG00000174109
ENSG00000163468,False,CCT3,NCBITaxon:9606,gene,834,protein_coding,ENSG00000163468
ENSG00000226412,False,LINC02628,NCBITaxon:9606,gene,862,lncRNA,ENSG00000226412
ENSG00000187135,False,VSTM2B,NCBITaxon:9606,gene,2065,protein_coding,ENSG00000187135
ENSG00000188760,False,TMEM198,NCBITaxon:9606,gene,1635,protein_coding,ENSG00000188760
ENSG00000287544,False,ENSG00000287544,NCBITaxon:9606,gene,955,lncRNA,ENSG00000287544
ENSG00000113838,False,TBCCD1,NCBITaxon:9606,gene,1672,protein_coding,ENSG00000113838
ENSG00000232606,False,LINC01412,NCBITaxon:9606,gene,603,lncRNA,ENSG00000232606
ENSG00000183347,False,GBP6,NCBITaxon:9606,gene,4685,protein_coding,ENSG00000183347
ENSG00000025156,False,HSF2,NCBITaxon:9606,gene,2596,protein_coding,ENSG00000025156
ENSG00000253287,False,ENSG00000253287,NCBITaxon:9606,gene,613,lncRNA,ENSG00000253287
ENSG00000277893,False,SRD5A2,NCBITaxon:9606,gene,4519,protein_coding,ENSG00000277893
ENSG00000286998,False,ENSG00000286998,NCBITaxon:9606,gene,1867,lncRNA,ENSG00000286998
ENSG00000163377,False,TAFA4,NCBITaxon:9606,gene,1300,protein_coding,ENSG00000163377
ENSG00000211460,False,TSN,NCBITaxon:9606,gene,861,protein_coding,ENSG00000211460
ENSG00000198225,False,FKBP1C,NCBITaxon:9606,gene,1559,protein_coding,ENSG00000198225
ENSG00000125872,False,LRRN4,NCBITaxon:9606,gene,2841,protein_coding,ENSG00000125872
ENSG00000073150,False,PANX2,NCBITaxon:9606,gene,2964,protein_coding,ENSG00000073150
ENSG00000173262,False,SLC2A14,NCBITaxon:9606,gene,682,protein_coding,ENSG00000173262
ENSG00000255470,False,ENSG00000255470,NCBITaxon:9606,gene,1027,lncRNA,ENSG00000255470
ENSG00000130675,False,MNX1,NCBITaxon:9606,gene,866,protein_coding,ENSG00000130675
ENSG00000156504,False,PABIR2,NCBITaxon:9606,gene,1229,protein_coding,ENSG00000156504
ENSG00000105549,False,SPMAP2,NCBITaxon:9606,gene,1186,protein_coding,ENSG00000105549
ENSG00000204117,False,ENSG00000204117,NCBITaxon:9606,gene,697,lncRNA,ENSG00000204117
ENSG00000198369,False,SPRED2,NCBITaxon:9606,gene,1120,protein_coding,ENSG00000198369
ENSG00000227252,False,COPS8-DT,NCBITaxon:9606,gene,2077,lncRNA,ENSG00000227252
ENSG00000236828,False,DMD-AS3,NCBITaxon:9606,gene,293,lncRNA,ENSG00000236828
ENSG00000257272,False,ENSG00000257272,NCBITaxon:9606,gene,601,lncRNA,ENSG00000257272
ENSG00000149300,False,C11orf52,NCBITaxon:9606,gene,741,protein_coding,ENSG00000149300
ENSG00000180549,False,FUT7,NCBITaxon:9606,gene,1662,protein_coding,ENSG00000180549
ENSG00000251200,False,ENSG00000251200,NCBITaxon:9606,gene,441,lncRNA,ENSG00000251200
ENSG00000240535,False,ENSG00000240535,NCBITaxon:9606,gene,794,lncRNA,ENSG00000240535
ENSG00000172456,False,FGGY,NCBITaxon:9606,gene,905,protein_coding,ENSG00000172456
ENSG00000224729,False,PCOLCE-AS1,NCBITaxon:9606,gene,1144,lncRNA,ENSG00000224729
ENSG00000259926,False,ENSG00000259926,NCBITaxon:9606,gene,706,lncRNA,ENSG00000259926
ENSG00000287923,False,ENSG00000287923,NCBITaxon:9606,gene,902,lncRNA,ENSG00000287923
ENSG00000174327,False,SLC16A13,NCBITaxon:9606,gene,1386,protein_coding,ENSG00000174327
ENSG00000273971,False,ENSG00000273971,NCBITaxon:9606,gene,342,lncRNA,ENSG00000273971
ENSG00000196951,False,SCOC-AS1,NCBITaxon:9606,gene,639,lncRNA,ENSG00000196951
ENSG00000110321,False,EIF4G2,NCBITaxon:9606,gene,591,protein_coding,ENSG00000110321
ENSG00000151689,False,INPP1,NCBITaxon:9606,gene,631,protein_coding,ENSG00000151689
ENSG00000277791,False,PSMB3,NCBITaxon:9606,gene,557,protein_coding,ENSG00000277791
ENSG00000258464,False,ENSG00000258464,NCBITaxon:9606,gene,934,lncRNA,ENSG00000258464
ENSG00000181518,False,OR8D4,NCBITaxon:9606,gene,2117,protein_coding,ENSG00000181518
ENSG00000164674,False,SYTL3,NCBITaxon:9606,gene,2594,protein_coding,ENSG00000164674
ENSG00000151148,False,UBE3B,NCBITaxon:9606,gene,2006,protein_coding,ENSG00000151148
ENSG00000256571,False,ENSG00000256571,NCBITaxon:9606,gene,515,lncRNA,ENSG00000256571
ENSG00000122176,False,FMOD,NCBITaxon:9606,gene,1703,protein_coding,ENSG00000122176
ENSG00000143093,False,STRIP1,NCBITaxon:9606,gene,810,protein_coding,ENSG00000143093
ENSG00000216588,False,IGSF23,NCBITaxon:9606,gene,588,protein_coding,ENSG00000216588
ENSG00000008735,False,MAPK8IP2,NCBITaxon:9606,gene,5648,protein_coding,ENSG00000008735
ENSG00000118849,False,RARRES1,NCBITaxon:9606,gene,532,protein_coding,ENSG00000118849
ENSG00000140262,False,TCF12,NCBITaxon:9606,gene,883,protein_coding,ENSG00000140262
ENSG00000117479,False,SLC19A2,NCBITaxon:9606,gene,3252,protein_coding,ENSG00000117479
ENSG00000161904,False,LEMD2,NCBITaxon:9606,gene,821,protein_coding,ENSG00000161904
ENSG00000174990,False,CA5A,NCBITaxon:9606,gene,1113,protein_coding,ENSG00000174990
ENSG00000160214,False,RRP1,NCBITaxon:9606,gene,1017,protein_coding,ENSG00000160214
ENSG00000099940,False,SNAP29,NCBITaxon:9606,gene,972,protein_coding,ENSG00000099940
ENSG00000204519,False,ZNF551,NCBITaxon:9606,gene,1209,protein_coding,ENSG00000204519
ENSG00000198198,False,SZT2,NCBITaxon:9606,gene,2204,protein_coding,ENSG00000198198
ENSG00000099194,False,SCD,NCBITaxon:9606,gene,5245,protein_coding,ENSG00000099194
ENSG00000121417,False,ZNF211,NCBITaxon:9606,gene,2355,protein_coding,ENSG00000121417
ENSG00000072315,False,TRPC5,NCBITaxon:9606,gene,12143,protein_coding,ENSG00000072315
ENSG00000261051,False,ENSG00000261051,NCBITaxon:9606,gene,2095,lncRNA,ENSG00000261051
ENSG00000245750,False,DRAIC,NCBITaxon:9606,gene,1365,lncRNA,ENSG00000245750
ENSG00000140396,False,NCOA2,NCBITaxon:9606,gene,640,protein_coding,ENSG00000140396
ENSG00000276180,False,H4C9,NCBITaxon:9606,gene,878,protein_coding,ENSG00000276180
ENSG00000272461,False,ENSG00000272461,NCBITaxon:9606,gene,657,lncRNA,ENSG00000272461
ENSG00000146263,False,MMS22L,NCBITaxon:9606,gene,2245,protein_coding,ENSG00000146263
ENSG00000251128,False,WWC2-AS1,NCBITaxon:9606,gene,404,lncRNA,ENSG00000251128
ENSG00000254300,False,LINC01111,NCBITaxon:9606,gene,1663,lncRNA,ENSG00000254300
ENSG00000169062,False,UPF3A,NCBITaxon:9606,gene,951,protein_coding,ENSG00000169062
ENSG00000155760,False,FZD7,NCBITaxon:9606,gene,4587,protein_coding,ENSG00000155760
ENSG00000257345,False,LINC02413,NCBITaxon:9606,gene,723,lncRNA,ENSG00000257345
ENSG00000204856,False,FAM216A,NCBITaxon:9606,gene,1130,protein_coding,ENSG00000204856
ENSG00000280441,False,ENSG00000280441,NCBITaxon:9606,gene,840,lncRNA,ENSG00000280441
ENSG00000248165,False,ENSG00000248165,NCBITaxon:9606,gene,590,lncRNA,ENSG00000248165
ENSG00000272764,False,ENSG00000272764,NCBITaxon:9606,gene,276,lncRNA,ENSG00000272764
ENSG00000172803,False,SNX32,NCBITaxon:9606,gene,1018,protein_coding,ENSG00000172803
ENSG00000268683,False,ENSG00000268683,NCBITaxon:9606,gene,413,lncRNA,ENSG00000268683
ENSG00000242767,False,ZBTB20-AS4,NCBITaxon:9606,gene,675,lncRNA,ENSG00000242767
ENSG00000162378,False,ZYG11B,NCBITaxon:9606,gene,5218,protein_coding,ENSG00000162378
ENSG00000287880,False,ENSG00000287880,NCBITaxon:9606,gene,1236,lncRNA,ENSG00000287880
ENSG00000234455,False,ENSG00000234455,NCBITaxon:9606,gene,705,lncRNA,ENSG00000234455
