receptor,ligand,n_db,m_r_score,m_l_score,m_r_lfc,m_l_lfc,h_r_score,h_l_score,h_r_lfc,h_l_lfc,m_strict,h_strict,conservation,m_mismatch_score,h_mismatch_score,avg_mismatch_score
IL20RA,IL26,3,0.63,,2.06,,0.33,0.05,0.6025,1.2397,no_data,no,neither,0.0,0.0,0.0
IL27RA,IL27,4,11.05,-0.02,-1.03,-2.11,0.31,-0.17,0.949,-1.344,trend,trend,CONSERVED_relaxed,0.0277,0.0012,0.0144
CSF2RB,IL3,4,1.06,,-0.12,,0.11,,0.9318,,no_data,no,neither,0.0,0.0,0.0
IL3RA,IL3,4,62.79,,29.1,,1.75,,0.7325,,no_data,no,neither,0.0,0.0,0.0
IL31RA,IL31,4,0.04,,-0.45,,0.03,-0.0,0.0541,-15.8205,no_data,trend,human_only,0.0,0.0001,0.0
OSMR,IL31,4,45.78,,16.35,,2.57,-0.0,0.1701,-15.8205,no_data,trend,human_only,0.0,0.0064,0.0032
CSF1R,IL34,5,-1.57,12.34,-7.22,-1.68,0.31,0.18,0.5511,0.0267,no,no,neither,0.0,0.0,0.0
CD53,IL4,4,-0.67,-0.01,-4.36,-0.07,0.09,-0.01,0.3133,-16.8069,no,trend,human_only,0.0,0.0003,0.0001
IL13RA1,IL4,4,71.18,-0.01,32.59,-0.07,0.77,-0.01,0.0854,-16.8069,trend,trend,CONSERVED_relaxed,0.178,0.002,0.09
IL13RA2,IL4,4,0.39,-0.01,0.02,-0.07,0.51,-0.01,2.0911,-16.8069,trend,trend,CONSERVED_relaxed,0.001,0.0013,0.0011
IL2RG,IL4,4,7.88,-0.01,0.68,-0.07,0.03,-0.01,0.4209,-16.8069,trend,trend,CONSERVED_relaxed,0.0197,0.0001,0.0099
IL4R,IL4,4,,-0.01,,-0.07,-0.71,-0.01,-0.1439,-16.8069,no_data,no,neither,0.0,0.0,0.0
CSF2RB,IL5,4,1.06,0.02,-0.12,1.39,0.11,-0.01,0.9318,0.1912,no,trend,human_only,0.0,0.0003,0.0002
IL5RA,IL5,4,0.02,0.02,-0.78,1.39,0.09,-0.01,0.144,0.1912,no,trend,human_only,0.0,0.0003,0.0001
IL6R,IL6,4,,40.32,,20.95,-0.33,-0.13,-0.0902,-0.322,no_data,no,neither,0.0,0.0,0.0
IL6ST,IL6,4,28.27,40.32,5.93,20.95,6.01,-0.13,0.3514,-0.322,no,trend,human_only,0.0,0.0153,0.0077
IL2RG,IL7,4,7.88,1.56,0.68,-0.71,0.03,2.19,0.4209,0.2036,no,no,neither,0.0,0.0,0.0
